ID imagem,ID folha,Media,Variancia,Uniformidade,Entropia,Perimetro
Folhas/Teste01,1,4.655790791958936e-11,29337.429364227646,0.0007783540653152848,11.954985774487364,2034
Folhas/Teste01,2,-1.4496850898534919e-10,93146.15725434871,0.001019265570440095,11.793154200279226,1968
Folhas/Teste01,3,4.22090303247441e-11,7716.492016776478,0.000671950550691019,12.701817356554207,3777
Folhas/Teste01,4,-1.6288662313488494e-12,10.287747019943092,3.1740773477043066e-05,15.330913973038136,1027
Folhas/Teste01,5,-3.093887407552842e-11,4945.738173552308,0.0004058713509390718,12.750636600414186,1620
Folhas/Teste01,6,1.7508598954343868e-11,15617.717426147856,0.000795724686837949,11.417435505013719,1762
Folhas/Teste01,7,-4.278053844335161e-11,17386.074115931646,0.0007675650936514846,11.932667962790005,1779
Folhas/Teste01,8,-3.730132804198594e-11,9449.778057059406,0.000492538864966831,12.55122166766237,1756
Folhas/Teste01,9,2.2488380955869042e-12,9.525414703210302,2.0510491615147634e-05,16.022560740019276,1531
Folhas/Teste01,10,-2.2710179765385308e-11,4868.282682974425,0.00039553976088928683,12.79766479242616,1591
Folhas/Teste01,11,-1.495846133590939e-11,12733.249747790358,0.0006779515821105111,12.235418593076888,1650
Folhas/Teste01,12,3.984811961600448e-12,8.800160774816256,2.0244898434308284e-05,16.024010443634694,1533
Folhas/Teste01,13,2.463245238207637e-12,1068.5616631042053,0.0002471205629801911,13.22447184911494,1478
Folhas/Teste01,14,3.42579673396487e-11,40852.94976049077,0.0006889530664004561,12.325178366933967,2229
Folhas/Teste01,15,-2.710811245615341e-10,233398.78576575225,0.0009884009666767679,11.884473151451704,2559
Folhas/Teste01,16,1.377425365607643e-11,35959.50038092605,0.0010124241303081458,11.262002635417065,2048
Folhas/Teste01,17,8.846679682220082e-12,1557.576029107678,0.0005701739368393359,12.349970916521906,1287
Folhas/Teste01,18,-5.1485565485433205e-12,1033.2080942857644,0.0002415221076230719,13.26745259459756,1456
Folhas/Teste01,19,-1.7140800064041617e-11,2147.429382602945,0.0005349860995132712,12.50667910844451,1318
Folhas/Teste01,20,-4.527660646576337e-11,16626.493785207662,0.0006547358833116866,12.129484760318256,1805
Folhas/Teste01,21,6.703574768039417e-13,9.08269759655773,2.4097506835518206e-05,15.755588182089431,1346
Folhas/Teste01,22,1.083454246458837e-11,1495.9219929248916,0.0005713612359229309,12.296630838465978,1217
Folhas/Teste01,23,1.537814487296424e-10,25024.846934475994,0.0006924245232203576,12.263404391591427,2032
Folhas/Teste01,24,1.3462166494407346e-10,95369.2738072643,0.0010352288999600607,11.772598001393145,1997
Folhas/Teste01,25,1.5056192403939406e-11,3891.214278448529,0.0004511812776489024,12.587658459757906,1421
Folhas/Teste01,26,3.903920274480081e-12,15.139398724635775,2.163040150893055e-05,15.998078153511612,1550
Folhas/Teste01,27,7.27576089654125e-11,17213.70636428984,0.000615485640254874,12.966695907660332,4735
Folhas/Teste01,28,5.21958806471573e-11,12366.198300097878,0.000656577081445622,12.83012308354233,4419
Folhas/Teste01,29,6.53738375282556e-12,491.97005037206407,0.0002522719986631589,13.120018832099646,1170
Folhas/Teste01,30,5.053338823779452e-12,1075.4268333955888,0.0005711060820675336,12.277544033034738,1257
Folhas/Teste01,31,1.80880159483289e-11,2464.5826426518815,0.00023933116876777142,13.357324249559687,1828
Folhas/Teste01,32,-1.6447682191916835e-11,4667.341886877811,0.00045774043465869553,12.598616279848464,1482
Folhas/Teste01,33,-4.4421417716086764e-11,12084.41296323305,0.0007648734317928591,11.905875605844853,1567
Folhas/Teste01,34,1.3209511934807183e-11,3744.799930012868,0.0004604474452567061,12.566025920308094,1390
Folhas/Teste01,35,2.1296963521324434e-12,23.437754559513795,1.8698448049631782e-05,16.26903192028946,1956
Folhas/Teste01,36,-2.6102492563240265e-13,1589.3994731926703,0.0005886068893266173,12.258103189282503,1462
Folhas/Teste01,37,6.22852485733516e-12,7640.106243191199,0.0006715186088344417,12.691471638178527,3998
Folhas/Teste01,38,-1.5094284329386642e-11,18615.818480438167,0.0006654104121987095,12.877275095418495,5069
Folhas/Teste01,39,1.212832026649402e-11,9685.79544522712,0.0007806984340374452,11.860902861833184,1526
Folhas/Teste02,1,8.379123685452487e-12,68.07216335971187,1.5718337964129773e-05,16.636376425631564,2763
Folhas/Teste02,2,-4.713832321440875e-10,117915.29264137593,0.0007602033677731303,12.084901907440477,2893
Folhas/Teste02,3,-1.1771194240693672e-10,140732.3583627345,0.000777716808390016,12.070774405645684,2854
Folhas/Teste02,4,3.8856798421221805e-11,12659.923325050384,0.0005606863596069203,12.61405476576707,2485
Folhas/Teste02,5,-7.198769575236796e-12,9178.402689585431,0.0005634480504693261,12.546202400359899,1885
Folhas/Teste02,6,4.879985955261179e-11,13991.029793730833,0.0005673807793214751,12.60851241668112,2532
Folhas/Teste02,7,2.985087888272885e-12,25.173913737325247,1.4696870014227803e-05,16.571394764878875,2355
Folhas/Teste02,8,1.054775676957026e-09,564255.6670395528,0.0009968157806740376,11.919756284925981,3234
Folhas/Teste02,9,-3.819553077684737e-11,10054.869967485898,0.00023506980262675214,13.532642961042379,2665
Folhas/Teste02,10,-1.779180223288046e-10,450861.99541292153,0.0009920043002949184,11.919252732360924,3042
Folhas/Teste02,11,5.4210950995153134e-11,5060.120235250671,0.00022449913885566616,13.507707319896038,2271
Folhas/Teste02,12,-1.0831046411315104e-10,132148.22831989508,0.0006763231919616656,12.44282228993619,2994
Folhas/Teste02,13,-2.9492607618239464e-10,380142.81523577595,0.001022762436836242,11.869256353808169,2894
Folhas/Teste02,14,3.7895388628299276e-10,108785.55793573747,0.0006814022449392226,12.417916311702685,2799
Folhas/Teste02,15,2.3363036115095492e-11,59411.921250567946,0.0006552548753859482,13.078320303981505,6851
Folhas/Teste02,16,-2.0062050653558983e-11,68010.9393976442,0.0004888558063520243,12.714913462943716,2890
Folhas/Teste02,17,-6.53341725338763e-11,92657.73941842858,0.0006247155283033219,13.21026342767304,7269
Folhas/Teste02,18,-4.144298597873186e-11,94463.39517325342,0.0004894906345092596,12.725818071417587,3144
